MSA2000s,t_Pop_growth00_10,t_Income_growth00_10,t_hous_growth00_10,t_per_capita,t_medianvalue,t_density_pop,t_density_hhd,t_totpop,t_urban_pop,t_white,t_black,t_indian,t_asian_pac,t_other_race,t_hispanic,t_male,t_female,t_age0_17,t_age18_24,t_age25_34,t_age35_44,t_age45_54,t_age55_64,t_age65_74,t_age75over,t_m_ownkids,t_f_ownkids,t_hhder15_24,t_hhder25_34,t_hhder35_44,t_hhder45_54,t_hhder55_64,t_hhder65_74,t_hhder75over,t_hhd_1p,t_hhd_2p,t_hhd_3p,t_hhd_4p,t_hhd_5p,t_hhd_6more,t_owner_hous,t_renter_hous,t_work_inresidence,t_work_outresidence,t_work_notinplace,t_lccity,t_trans_priv,t_trans_public,t_trans_other,t_work_athome,t_traveltime5,t_traveltime5_14,t_traveltime15_29,t_traveltime30_44,t_traveltime45_59,t_traveltime60_89,t_traveltime90more,t_edu_9,t_edu_12,t_edu_hs,t_edu_coll,t_edu_assoc,t_edu_bachel,t_edu_grad,t_employed,t_unemployed,t_notlabor,t_hhdincome20k,t_hhdincomek20_30,t_hhdincomek30_40,t_hhdincomek40_50,t_hhdincomek50_60,t_hhdincomek60_75,t_hhdincomek75_100,t_hhdincomek100over,t_poverty_below,t_Vehic_0,t_Vehic_1,t_Vehic_2,t_Vehic_3,t_Vehic_4more,t_nevermarried,t_married_notsepar,t_married_separated,t_widowed,t_divorced,t_vehic_perhhd,w722,w4451,L722,L4451,Share100_4445_72,Sr4451_100,Sr722_120,Nr4451_100,Nr722_120,Share4451_722,Groc_non_food,Groc_food,Groc_non_food1,Groc_food1,S100_H,S120_H,pq_g,pq_r,pqr_nonfood,pqr_food
"Reno, NV MSA",0.0291647902,0.0402264702,0.0258881307,21903.4,138010,49.51,19.416689473,314040.3,0.8779845834,0.8280428015,0.0213164361,0.0185026605,0.0415245103,0.0906135915,0.1431352303,0.5068855721,0.4931144279,0.243552738,0.1001136567,0.1583040357,0.1673859057,0.1365974959,0.0894417234,0.0616526225,0.0429518221,0.0237457574,0.0555985532,0.0641979422,0.1901023593,0.2343617941,0.2037118304,0.1374526643,0.1000206747,0.0705515853,0.2717178182,0.3439609192,0.1615177762,0.1279777164,0.0561591538,0.0386666162,0.5772242519,0.4227757481,0.5052380283,0.359169214,0.1355927577,0.6691262041,0.8873477393,0.0333800771,0.0515998394,0.0276723442,0.0292359504,0.331522565,0.4666266766,0.0881665305,0.0256054545,0.0186581726,0.0125123062,0.0543377582,0.110625653,0.2599592732,0.276638777,0.0701775044,0.1522884327,0.0759726015,0.6647159783,0.0349842735,0.2990677841,0.2064630249,0.1478096548,0.1327783208,0.1172890062,0.0944945299,0.1044564767,0.093935831,0.1037443691,0.0963322957,0.0868725573,0.3513808921,0.3711816636,0.1391425625,0.0514223245,0.2545878488,0.5020911691,0.0406536594,0.0542753083,0.1483920143,1.7432902077,9.8446187565,19.602802315,13.804140127,32.18627451,0.5252853979,3665.1372549,458.3430127,0.828278399,4.4743274298,0.6566295671,1.710159403,3.074869871,2064.7156863,3712.3627451,4.1732563522,3.771484486,4.785029274,2.5022290433,0.4482610214,2.053968022
"Richland--Kennewick--Pasco, WA MSA",0.02487562,0.0419786469,0.0220790063,17795.5,94640,60.84,21.633803965,179285.3,0.7885919008,0.8193475031,0.0140907992,0.0078198591,0.0205846473,0.1381571914,0.1888979302,0.5019894744,0.4980105256,0.3102546404,0.0907503736,0.1398665594,0.154929387,0.1257347431,0.0794789596,0.0557337348,0.0432516021,0.0247651706,0.0655395857,0.0593585395,0.1894648851,0.2400555408,0.2019479838,0.1307829661,0.0989352152,0.080606956,0.2221159563,0.3203974427,0.1608884974,0.1578241415,0.0767674263,0.0620065358,0.663544098,0.336455902,0.3510257957,0.4806781121,0.1682960922,0.6961930415,0.9135611272,0.0165130377,0.0339394735,0.0359863616,0.0422744872,0.3280636055,0.3656593115,0.1285438763,0.0551921398,0.0299627154,0.0143175028,0.0916941068,0.1070087075,0.2511007413,0.2363764115,0.0874977172,0.1457450463,0.0805772693,0.6197930833,0.0467384612,0.3328384914,0.2306563163,0.1353584401,0.1365698639,0.1117697671,0.0936453047,0.1054812299,0.1044975923,0.0829667958,0.1286172132,0.0594211836,0.2892042162,0.3901314418,0.1788644479,0.0823787104,0.2334769029,0.5821248569,0.0344210666,0.0513708192,0.0986063544,1.9812112175,8.3808146005,17.43671875,14.635179153,25.6,0.6708860132,3279.22,398.54605263,0.7846694423,4.7707902092,0.6299310642,1.1136656461,2.6019638707,1419.28,3316,4.2486397755,2.0842389726,3.7156295168,2.1828405348,0.2704598634,1.9123806714
"Richmond--Petersburg, VA MSA",0.0141787852,0.0409979941,0.0156899448,21333.9,104290,325.08,125.97993008,957250.4,0.8155359528,0.6610537064,0.2985081221,0.0035414394,0.0185055459,0.0183911862,0.0195875528,0.4792545023,0.5207454977,0.2492073049,0.094064989,0.1565385678,0.1697954308,0.1336014959,0.0841863069,0.0622464292,0.0503594756,0.0146672237,0.0747513102,0.0517978464,0.1970125582,0.2381430623,0.1988087645,0.1297606529,0.1033509172,0.0810782816,0.259844874,0.3315129457,0.1830137482,0.144270027,0.0551864524,0.0261719526,0.6686167821,0.3313832179,0.1784457541,0.3236237703,0.4979304756,0.3518723768,0.9187937508,0.0255709525,0.030696756,0.0249385406,0.0196255253,0.2179150401,0.4343414527,0.2085463315,0.0559072012,0.0238062142,0.0149196944,0.0658996704,0.1283505886,0.2648239656,0.2129007847,0.0521265147,0.1844384689,0.0914600071,0.6440826403,0.0279745928,0.3199801246,0.2071962239,0.1362238579,0.1317490062,0.113173036,0.0959594676,0.1091544134,0.1006296279,0.1058935314,0.0911083994,0.0956318311,0.3197564432,0.3812190297,0.1487679157,0.0546247804,0.2760240513,0.5082121333,0.0537827871,0.0681224498,0.0938585785,1.7688331085,8.9608647856,11.328486672,17.482383088,32.343243243,0.6115959773,2717.0648649,495.32028241,0.9974338991,4.2000054454,0.6205314733,0.8727573575,2.8920218497,875.0027027,2899.4621622,3.9051262441,2.4800142552,3.7647792072,2.3022445767,0.2158285212,2.0864160556
"Riverside--San Bernardino, CA PMSA",0.0231586457,0.0247672957,0.0178740793,16571.9,130960,112.05,36.108369381,3055012.6,0.8478340389,0.6581940529,0.0748350612,0.0110764369,0.0411809544,0.2147134946,0.3438150697,0.4991337108,0.5008662892,0.3090442496,0.0996749895,0.1522656692,0.1544889723,0.1075575104,0.0709271332,0.0592043029,0.046837173,0.0258403923,0.0716744117,0.0504626926,0.1964037263,0.2449094466,0.1841008168,0.1242285865,0.1103639847,0.0900495489,0.1958694476,0.292609276,0.1632080198,0.1638534123,0.0964640524,0.0879957919,0.6619783999,0.3380216001,0.2497347015,0.6308798307,0.1193854678,0.2205274058,0.9130122198,0.0141163222,0.0405314871,0.0323399709,0.0262687868,0.2373544082,0.3133189128,0.1655955384,0.0785661258,0.0873928578,0.0591633991,0.101827833,0.1518730495,0.2542219553,0.2594846152,0.0744502033,0.1030051806,0.055137163,0.5500325871,0.0462484647,0.3943345854,0.2383256425,0.1377049166,0.1300394912,0.1113211486,0.0919473782,0.1033543706,0.0947758816,0.0935965459,0.1382018237,0.071798716,0.3317820932,0.393560719,0.1431013342,0.0597571375,0.2609823361,0.5313723298,0.0540350468,0.0578148369,0.0957954504,1.8158593034,8.829295086,20.69873964,16.32533468,28.439330544,0.6469316939,4392.1087866,500.57150166,0.7283553513,3.9709080448,0.6556644353,0.8968969827,3.2281938331,1231.4002789,4432.1687587,4.0482092007,2.2093435497,4.1250908159,2.1663756631,0.1742181303,1.9921575328
"Roanoke, VA MSA",0.0049894436,0.0408402698,0.0092482523,19251.6,91150,273.18,112.52012384,232495.5,0.8217448178,0.8471199513,0.1282232031,0.0015415535,0.0106205385,0.0124947536,0.0097646984,0.4737449831,0.5262550169,0.2241302299,0.0826366367,0.1384954603,0.1597522832,0.1399714132,0.0985235794,0.0830693368,0.0734210604,0.0141050483,0.059117486,0.0445973624,0.1661071838,0.2103948942,0.1945181608,0.1418912965,0.1291487427,0.1130848172,0.2853680584,0.3543082676,0.1707465237,0.1262969025,0.043883781,0.0193964669,0.6829747685,0.3170252315,0.3450705801,0.4080095483,0.2469198716,0.5008741284,0.9383774247,0.0134713287,0.0259002581,0.0222509885,0.0255050435,0.2984578411,0.4692950939,0.1257169422,0.0278302723,0.0188636439,0.0120801745,0.081912434,0.1313768567,0.2983851692,0.2065857679,0.0701513029,0.140859237,0.0707292322,0.6212234475,0.024373876,0.3533520387,0.2612061706,0.1555733633,0.1411236491,0.1180938166,0.0888551183,0.0896938615,0.0763178364,0.0689640571,0.0922762967,0.0850500971,0.3309798007,0.3744474883,0.1497346969,0.059787917,0.2281086449,0.5379023329,0.0442619023,0.0833476289,0.1063794909,1.7922389509,8.2601501995,12.096647646,18.093418259,32.229885057,0.6195619254,3052.2413793,473.20302376,0.9086323204,4.8355949923,0.6021009072,1.0011874884,2.7917571382,1101.862069,3072.4827586,4.102161605,2.5189063409,3.7929446267,2.5065719182,,
"Rochester, NY MSA",0.0091684032,0.034843428,0.0115566137,19745.4,91290,326.99,124.16383405,1069463.7,0.6280612038,0.8499493111,0.0998767282,0.002938786,0.0169161422,0.0303190325,0.0396632652,0.4850992487,0.5149007513,0.2546273916,0.098561632,0.1427555189,0.1613856261,0.1292701864,0.0858258703,0.0657796068,0.0617941679,0.0170926211,0.0697283251,0.0474382866,0.1807376004,0.2323591352,0.1945653577,0.1340804998,0.1093702038,0.1017541438,0.2640744,0.3259711453,0.1649284703,0.1500190459,0.0644324685,0.03057447,0.6803476829,0.3196523171,0.1826027001,0.2647284556,0.5526688443,0.3396588045,0.9043202566,0.0235683661,0.0446166004,0.0274947768,0.038859185,0.2874830975,0.418509805,0.1516221373,0.043614296,0.0219245067,0.0104921957,0.0528496767,0.1192473589,0.2945811636,0.1756383787,0.0977129794,0.156676225,0.1032942177,0.6246069398,0.0367734706,0.3379718963,0.2268874038,0.1347767106,0.1312130024,0.1140931675,0.0953247007,0.1065488983,0.099662183,0.0924857084,0.097891614,0.1032059488,0.3469090878,0.3989940882,0.112374697,0.0385161781,0.2900056731,0.5083869437,0.0480906534,0.0694911892,0.0840255406,1.6515607562,8.7619849793,10.766406065,13.933496333,52.434782609,0.6417321705,3890.0962733,372.58159204,0.7923353124,4.9459440306,0.680097228,1.3745098348,3.1770456031,1734.757764,4009.7236025,3.6869404439,2.0583542654,4.5515554379,2.1409515307,0.2903662853,1.8505852454
"Rockford, IL MSA",0.027250039,0.0384604462,0.0279504242,19150.9,85340,274.27,104.527839,344980.9,0.7700963015,0.8618845462,0.0811342157,0.0027017847,0.0131229261,0.0411565272,0.0622372684,0.4897073467,0.5102926533,0.2677595823,0.0855039242,0.1450407303,0.1592738603,0.1277071212,0.0888505387,0.0677422352,0.058122008,0.0191652574,0.0632070752,0.0477571628,0.1854690992,0.2276498795,0.1905062532,0.1372359422,0.1132684737,0.0983416504,0.2470593201,0.3344890898,0.1667265747,0.1514117716,0.0660679877,0.0342452561,0.7060573521,0.2939426479,0.3745898585,0.3326600635,0.292750078,0.5397854022,0.9375292369,0.0089377742,0.0258689177,0.0276640712,0.0348712152,0.3238561006,0.412496878,0.1182563618,0.0326803794,0.0279654289,0.022209565,0.06589137,0.1344105104,0.3435827691,0.2158846096,0.0621204447,0.1186500223,0.0594602739,0.6399919299,0.0366541895,0.3228001768,0.221669119,0.1380597587,0.1367325158,0.1196591739,0.1002574846,0.1080892201,0.0942555318,0.0813625533,0.0906145982,0.0738400252,0.3278010568,0.4129448421,0.135828676,0.0495853998,0.2394208134,0.5626949741,0.0302600981,0.0646734156,0.1029506989,1.7827590114,8.3263923483,15.84691689,15.323664122,46.625,0.649373461,5123.525,409.86035313,0.6078953447,4.7339849971,0.6272898593,0.7751577488,3.1275911539,1275.15,5144.95,3.8795348993,2.0947389697,3.9027489027,2.318854786,0.3778373515,1.9410174344
"Sacramento, CA PMSA",0.0095136561,0.0390883728,0.0085542997,20447,149930,366.54,136.70600396,1584068.5,0.8272161557,0.7287062673,0.0742372317,0.010809644,0.0857690139,0.100477843,0.135720969,0.490855891,0.509144109,0.2694308782,0.0932106665,0.1521719068,0.1648382653,0.1265297674,0.0808285485,0.0625404629,0.0504495045,0.0222570222,0.0702573559,0.0555612797,0.1916816303,0.2406787357,0.1954324739,0.1280627827,0.1047194771,0.0845984601,0.2480349614,0.3326164502,0.165879377,0.1420468216,0.0637308203,0.0476915695,0.6115143097,0.3884856903,0.2775328085,0.5678373518,0.1546298397,0.3726314002,0.8947999088,0.0255138638,0.0419653041,0.0377209233,0.0246298843,0.2316802172,0.385629626,0.2001346758,0.0618369773,0.0347338915,0.0236338046,0.058898458,0.0982003618,0.231153418,0.2698339608,0.0908981626,0.170065194,0.0809504449,0.6032670269,0.0392702529,0.3539015287,0.2145808592,0.1334818523,0.1297458362,0.1124700433,0.0932690012,0.1056859416,0.1005648895,0.111445887,0.1186947583,0.0768979069,0.3394946358,0.3945911464,0.1376393514,0.0513769595,0.2683735592,0.5114596542,0.0451360764,0.0592926805,0.1157380297,1.7707379445,8.3865735576,21.271516627,15.71598878,32.051219512,0.6222624208,4030.195122,438.63643014,0.6936449435,4.625427501,0.6336093513,1.1812435024,2.8139737312,1702.9512195,4056.7926829,3.630935211,2.2041194051,3.9952172335,2.3102724587,0.2476532384,2.0626192202
"Saginaw--Bay City--Midland, MI MSA",0.0009351513,0.0453569506,0.0052018565,18136,75420,226.54,86.654723698,401945,0.5347501797,0.8542761646,0.1010014117,0.004606307,0.0078379797,0.0322781371,0.0474691946,0.483363488,0.516636512,0.264906977,0.0911868101,0.1347324302,0.1549371798,0.1322258113,0.0912501883,0.0695320763,0.0612285272,0.0164247775,0.0731740732,0.0485904993,0.1703790808,0.2192440183,0.1961348399,0.1403007106,0.1170229825,0.1080506061,0.249562297,0.3341129314,0.1669178683,0.1512842671,0.0663088212,0.0318138151,0.7548915038,0.2451084962,0.2285066935,0.348693276,0.4228000306,0.4478395024,0.9427713455,0.0057744014,0.0242653752,0.0271888779,0.0401047939,0.3375301147,0.3766587646,0.1389618511,0.0367423552,0.0206272993,0.0221859433,0.0618154265,0.1264194055,0.3498916699,0.2135755048,0.0759344323,0.1110785214,0.0612850396,0.5768808404,0.0476392616,0.3748640997,0.2710917763,0.1455847897,0.1315012205,0.1063811891,0.0862012337,0.0920991169,0.0870486404,0.0806397299,0.1235601896,0.0767755881,0.3281938124,0.4074385624,0.1353369801,0.052255057,0.2588340798,0.5489329305,0.0286444922,0.0719209914,0.0916675061,1.7812438102,7.9102026555,11.817144619,19.958158996,16.134328358,0.6088688916,1440.0298507,505.11624441,1.3072252486,4.3639211034,0.5031174496,0.6515574841,1.9378085962,498.4278607,1482.3830846,3.7069135957,2.3812831359,2.5893660803,2.5572772774,0.3456602723,2.2116170051
"Salem, OR PMSA",0.0224721653,0.0423665071,0.020635945,16673.5,110300,169.57,61.179786631,326457,0.5877826486,0.8562243411,0.0081652953,0.0149688581,0.0165722918,0.1040692136,0.1319467396,0.4978057752,0.5021942248,0.2682540881,0.1037353186,0.1418444643,0.1479437464,0.1239134571,0.0813556777,0.0668163882,0.0661368595,0.0210656368,0.0612258192,0.0644872717,0.174361531,0.2119748202,0.1901999296,0.1301233001,0.1135644934,0.1155306347,0.2380338183,0.347976095,0.1550567837,0.1377256965,0.0681882914,0.0530193152,0.6382124053,0.3617875947,0.366557519,0.4276753309,0.2057671501,0.4995899018,0.8871696431,0.0173532537,0.0507964338,0.0446806694,0.0409384808,0.2914561197,0.3706257951,0.141297257,0.0507046577,0.0413473417,0.0189496785,0.0859378269,0.114481679,0.2707859218,0.2604484871,0.0682016603,0.13131501,0.0688294149,0.5864776106,0.0450872289,0.3675993811,0.2548487099,0.1603247035,0.1451931037,0.1180023119,0.0906548318,0.0950731056,0.0749421778,0.062185402,0.1266893105,0.0701018158,0.3299345755,0.3949373602,0.1497167915,0.0553094569,0.2448264633,0.533828619,0.0442044168,0.0668091255,0.1103313754,1.8188614615,8.5630198337,15.995260664,16.776386404,25.912280702,0.6305382309,2713.4912281,443.59601449,0.9678438138,4.6864016246,0.6134939549,1.1502823727,2.6700518561,1188.5,2758.7631579,3.7516852368,2.1982874258,3.8203342287,2.406840788,0.3221052131,2.0847355749
"Salinas, CA MSA",0.0122630476,0.0329755165,0.0070911261,18488.9,237820,116.76,35.748644649,387931.4,0.7609914648,0.5829508309,0.0454951744,0.0098660961,0.0657392689,0.2959486297,0.4283606594,0.5181420678,0.4818579322,0.2813340589,0.1156048617,0.1700162337,0.1521170152,0.1109349651,0.0705119113,0.0546089547,0.0448719994,0.021483111,0.0587768193,0.0461640136,0.2011654802,0.2330292498,0.1925931163,0.1271542818,0.1065769951,0.0943127469,0.209743623,0.2934483948,0.1587232546,0.1455648238,0.0851340648,0.1073858391,0.5342155298,0.4657844702,0.3461040006,0.4958189765,0.1580770229,0.4996333839,0.871714034,0.0214301405,0.0715957855,0.0352600401,0.0416419314,0.3209190901,0.351004647,0.1531347113,0.0424565367,0.0326935696,0.022889474,0.1786304425,0.1237249737,0.1936048919,0.2144792674,0.0674036234,0.1382827875,0.0838740137,0.5478651176,0.0516148792,0.3637500993,0.192050272,0.1377904035,0.1343808841,0.1149329652,0.0968191364,0.1009893629,0.1011837647,0.1226354621,0.1228073361,0.0687601599,0.3377888325,0.3890686616,0.1400622102,0.0643201358,0.2779742539,0.496882224,0.0748055962,0.054329458,0.0960084678,1.8275094542,10.06874821,19.573272854,14.855319149,20.183098592,0.5540162695,2710.6197183,492.15568862,1.1957421475,5.6250405247,0.5820393004,1.1741598438,3.2730325621,981.95070423,2737.2394366,4.2713593651,3.438449173,4.4471924059,3.1935157093,0.4144678063,2.7790479029
"Salt Lake City--Ogden, UT MSA",0.0220781621,0.050997957,0.0220050476,17455.4,125110,776.16,251.44226793,1255407.9,0.9784568899,0.8930051727,0.0107247926,0.0079901829,0.0224665377,0.0658133141,0.0932189539,0.5014233521,0.4985766479,0.3262519678,0.1200923842,0.1584140622,0.1426987424,0.1048126659,0.0644338313,0.045829391,0.0374669552,0.0175818017,0.0561188264,0.0742199348,0.2270283338,0.2365374589,0.1833593111,0.1153960053,0.0877582192,0.0753468115,0.1982827395,0.2861502557,0.1651143424,0.1560850663,0.0962864214,0.0980811747,0.7010796693,0.2989203307,0.2604838076,0.7150291066,0.0244870858,0.4273777816,0.9029621406,0.0297601339,0.0315791018,0.0356986237,0.0251415202,0.2654687051,0.428558957,0.1646071294,0.0417705701,0.0252369289,0.0135175656,0.0329380171,0.0978924651,0.2514369854,0.2868754868,0.0765000168,0.1743151491,0.0800418797,0.6682808883,0.033592912,0.2919560019,0.1885413029,0.140070944,0.1416740443,0.124173789,0.1003302383,0.1082747354,0.0995544686,0.0971448284,0.080740961,0.0584894274,0.2848321541,0.4186590566,0.1627024983,0.0753168636,0.2671557384,0.5654879486,0.0315050559,0.0436799314,0.0921713256,1.9474414262,8.3920135851,15.446448133,19.307501242,53.454954955,0.6035545818,5827.5810811,535.5687751,0.545873943,4.8981121368,0.6214013416,1.3996035775,3.213314013,2563.9684685,5886.5495495,4.3907911558,2.8840954709,4.6129175905,2.8104934676,0.182457136,2.6280363316
"San Antonio, TX MSA",0.0203292873,0.0455206952,0.021868327,16522.1,69060,490.13,171.53525445,1505297.8,0.8437370467,0.7195716921,0.0668831107,0.0064695247,0.01410356,0.1929721125,0.5016370341,0.4867117368,0.5132882632,0.2853488834,0.1064097057,0.1560211672,0.1530149056,0.1165487716,0.0772697938,0.0590197966,0.0463669762,0.0186376797,0.0770104257,0.0586229622,0.2024959537,0.2328138804,0.1881277558,0.1292555855,0.1062249945,0.0829311298,0.2323185271,0.2941803725,0.176231646,0.1558985283,0.0810525715,0.0603183546,0.6211918177,0.3788081823,0.6658757548,0.1965985096,0.1375257356,0.7934963193,0.9045517822,0.0312516773,0.0393038117,0.0248927288,0.0239545207,0.2150496782,0.4274442297,0.2113422363,0.0520646285,0.0263531877,0.0188987902,0.1212388299,0.119677924,0.2506470439,0.234608862,0.058393992,0.1379669128,0.0774664354,0.5749286175,0.0399834695,0.3592803973,0.2778088555,0.1548303955,0.1376330474,0.1084706743,0.0842311918,0.0857553198,0.0739064927,0.0782700768,0.1601352334,0.0930385876,0.3629593372,0.3887629857,0.1174003537,0.0378387359,0.2670984421,0.5170158275,0.0484292823,0.0600296583,0.1074267899,1.6590384425,9.4203373854,15.861857802,19.428080885,37.873493976,0.5349192968,4129.0512048,589.11574261,0.6296602206,4.6864168825,0.5611156893,1.4054281642,2.6056383038,2232.0421687,4138.1656627,3.4007986443,2.9567933605,4.011066468,3.1373104974,0.3697053778,2.7676051196
"San Diego, CA MSA",0.0119762269,0.0352082963,0.0114772481,20914.2,204410,647.23,229.10192972,2719087.9,0.9473559334,0.6905083874,0.0593034413,0.0084641718,0.0859597095,0.1557642899,0.2481607022,0.5049076307,0.4950923693,0.2533976058,0.1196417684,0.1702332297,0.1593764119,0.1142801096,0.0722161465,0.0594187898,0.0514359382,0.0186860449,0.0595876132,0.061111753,0.2091076251,0.2377368258,0.182977946,0.1178890747,0.1009541164,0.0903294876,0.2381634389,0.3250459519,0.1638206255,0.1424224739,0.0712923141,0.0592551958,0.5495412961,0.4504587039,0.4784876631,0.4692718666,0.0522404702,0.5924993352,0.8623428697,0.0334151957,0.0584977081,0.0457442265,0.0236600934,0.2206960844,0.3923708591,0.2026911318,0.0601651255,0.0350156734,0.0196568058,0.0783095238,0.0978370528,0.2072942042,0.2561418534,0.0778877171,0.1800644226,0.1024652261,0.5777816026,0.0367792075,0.3400009231,0.2051208161,0.1351933942,0.1270255655,0.1082244604,0.0906564389,0.1048148372,0.1016566939,0.1279881753,0.1167765172,0.080062687,0.3461627348,0.3917534661,0.1281849415,0.0538361706,0.3017884189,0.4911992838,0.0517774583,0.0536867714,0.1015480675,1.7554354484,9.6091814488,18.849534859,16.451599755,26.103683492,0.5643861783,3579.5893588,513.17070555,0.761562556,4.8447014986,0.5544030655,0.8797481295,2.7556896931,1155.1882674,3618.46794,3.6549007849,2.8209856303,3.6354378226,2.9219534485,0.4184240788,2.5035293697
"San Francisco, CA PMSA",0.0076798649,0.0521307002,0.0063447368,32270.4,414300,1667.02,661.56673006,1692931.5,0.9770547063,0.6081629037,0.0603159057,0.0044497897,0.2203451703,0.1067262306,0.1615314122,0.4996180871,0.5003819129,0.1881874644,0.0855756277,0.1912187636,0.1755615193,0.1374602163,0.0900073011,0.0694422189,0.0625468887,0.0116879416,0.0371350136,0.034437927,0.2028483698,0.2289413297,0.1965345306,0.1311613135,0.1057062647,0.1008656701,0.3220411829,0.3221089589,0.1443815026,0.1118436888,0.0506552688,0.048969398,0.4879346588,0.5120653412,0.462576073,0.5133847152,0.0240392118,0.4780965452,0.6825868219,0.1902690564,0.0820999008,0.0450442208,0.0159965884,0.1754764621,0.3362403959,0.2364975624,0.0992896943,0.0706195713,0.0208355047,0.0826946388,0.080441658,0.1628002062,0.1980677681,0.0661234924,0.257348511,0.1525237255,0.6405472062,0.028137205,0.3294416304,0.1693428991,0.0953476853,0.1001706179,0.0936151466,0.0815173448,0.1055389514,0.1203816747,0.2349410812,0.0843299777,0.1703202915,0.3710565958,0.3140397974,0.1029566158,0.0416266996,0.3550995421,0.435613762,0.0512471866,0.0636333751,0.0944061342,1.4949419308,12.289309801,20.679059287,14.254448763,20.463976945,0.4917079946,2747.1974063,525.90015497,1.0329405331,6.723043787,0.4758441628,1.1070860167,2.8836529421,1071.7809798,2791.6930836,3.9759771372,4.1100763349,3.9907389588,4.3959121155,0.8209748845,3.574937231
"San Jose, CA PMSA",0.0117163887,0.0485009053,0.0084532379,29083.4,382640,1260.46,427.75295506,1627082.6,0.9788738808,0.5835505934,0.030889353,0.0065787005,0.2313087383,0.1476726148,0.230840108,0.507006181,0.492993819,0.245191915,0.099023524,0.1879293163,0.1725291849,0.123686857,0.0787499425,0.0521288111,0.0407604493,0.0170388969,0.0449160506,0.0371383953,0.2208617095,0.259482791,0.1998858419,0.1287137237,0.0857595997,0.0692306446,0.214949974,0.3069553051,0.1720838864,0.1563951433,0.0750881158,0.0745275755,0.5961983536,0.4038016464,0.3684227865,0.6032828674,0.0282943461,0.5728035061,0.8969277618,0.0335246827,0.0401762384,0.029371317,0.0148878508,0.2004019735,0.4009632148,0.2215714848,0.0724015985,0.0441083069,0.0162942537,0.0802745505,0.0898418035,0.16775668,0.2039525094,0.077104379,0.2297752427,0.1512948349,0.6572877817,0.028496379,0.3123890753,0.1191776534,0.0790080691,0.0892779919,0.0900755292,0.0862509965,0.1173943343,0.1437743877,0.2768831878,0.0737795543,0.0553178831,0.2883715962,0.4082201522,0.1638865353,0.0842038332,0.3058184274,0.5069304767,0.0511425963,0.0475740281,0.0885344715,1.9770536837,10.487857362,19.705227705,15.995082975,30.486607143,0.5565715173,3969.2433036,564.07103825,0.8113618183,5.6342558409,0.5467103437,1.1299481073,3.2727546694,1392.65625,4033.65625,4.2696901485,3.4017231659,4.4027027766,3.6503783971,0.4532397514,3.1971386456
"Santa Barbara--Santa Maria--Lompoc, CA MSA",0.0077687946,0.0300183805,0.0051339112,21287.8,259870,142.63,49.161242624,390425.3,0.8963834737,0.7407628866,0.024560561,0.0111055983,0.0419837078,0.1815872464,0.3192653371,0.500805406,0.499194594,0.2441251947,0.1370030662,0.1520754505,0.1490499739,0.1136728678,0.0780650695,0.0652471588,0.0607612185,0.0180159619,0.0495974437,0.0728384163,0.1758189179,0.2173830178,0.1814173442,0.1289949644,0.1154571634,0.1094214344,0.2391938393,0.3263577637,0.153050218,0.1409370173,0.0704084348,0.070052727,0.556744673,0.443255327,0.4138885,0.4537699056,0.1323415944,0.529248846,0.8511739405,0.0227744398,0.0825438028,0.0435078168,0.0401383926,0.4016733651,0.3290272981,0.1032009358,0.0380316256,0.0307103806,0.0137101853,0.1050151379,0.1001551422,0.1964860876,0.233664231,0.0788033473,0.1759722179,0.1099038361,0.5918287604,0.0398873401,0.3584973008,0.2097404975,0.1304214371,0.1277036439,0.1066844482,0.0906805749,0.1002252485,0.1022606876,0.1343678938,0.1332651288,0.0679567546,0.3362448449,0.3873636759,0.1419747012,0.0664600233,0.3026795289,0.4820252675,0.0626397187,0.0584021018,0.0942533832,1.8391703576,9.1959281797,19.533578657,16.514888337,26.088,0.5900461881,3652.896,487.34701987,0.9288431815,5.6102128165,0.5840896661,1.1147009868,3.4244590417,1200.096,3686.8,4.2584116039,2.9586701938,4.5391600285,3.2321810724,0.4801376174,2.752043455
